UID,LYOR,OR,CHANGE,SN,REG,PE,QL,AC,GGR,PB,PBR
379,224,379,155,Wisbech,East of England,787,1006,322,165,less than £350k,158
380,289,380,91,New Tredegar,Wales,228,81,606,1286,less than £350k,159
381,417,381,-36,Littleborough,North West,291,301,534,1048,less than £350k,160
382,316,381,65,Hertford,East of England,560,1319,202,111,Over £650k,41
383,202,383,181,Somerton (South Somerset),South West,1040,872,178,278,£350k-£650k,181
384,514,384,-130,Middlesbrough,North East,619,306,901,381,less than £350k,161
385,586,385,-201,Asfordby,East Midlands,792,112,271,1189,less than £350k,162
386,272,386,114,Newington,South East,766,230,267,1051,£350k-£650k,182
387,394,387,-7,Staines,South East,430,1043,711,55,Over £650k,42
388,284,388,104,Leeds,Yorkshire and Humberside,596,1029,486,145,less than £350k,163
389,391,389,-2,Cwm,Wales,169,29,803,1352,less than £350k,164
390,366,390,24,Honiton,South West,225,1025,594,358,£350k-£650k,183
391,326,390,64,Stockport,North West,565,668,478,540,£350k-£650k,184
392,462,390,-72,Croesowallt,West Midlands,968,428,237,721,less than £350k,165
393,898,390,-508,Swallownest,Yorkshire and Humberside,1150,63,1059,233,less than £350k,166
394,1133,394,-739,Seer,South East,446,536,900,245,Over £650k,43
395,694,395,-299,Lees,North West,850,238,585,651,less than £350k,167
396,560,396,-164,Andover,South East,413,644,901,163,£350k-£650k,185
397,519,397,-122,Gravesend,South East,318,611,734,478,£350k-£650k,186
398,203,397,194,Telford,West Midlands,357,887,685,226,less than £350k,168
399,348,399,51,Rhyl,Wales,298,97,905,1024,less than £350k,169
400,662,400,-262,Bridgend,Wales,256,1042,934,44,less than £350k,170
401,282,401,119,Penrith,North West,594,1340,133,99,less than £350k,172
402,536,401,-135,Newcastle upon Tyne,North East,815,951,424,114,less than £350k,171
403,738,403,-335,Radcliffe,North West,573,280,720,694,less than £350k,173
404,763,404,-359,Farnborough,South East,407,746,1072,30,£350k-£650k,187
405,1100,405,-695,Wallsend,North East,876,218,1039,190,less than £350k,174
406,603,406,-197,Gnosall,West Midlands,399,121,587,1152,less than £350k,175
407,361,407,46,Poole,South West,239,1103,877,63,£350k-£650k,189
408,518,407,-111,Dunstable,East of England,446,524,928,242,£350k-£650k,188
409,265,409,144,Yeovil,South West,624,349,595,679,£350k-£650k,190
410,261,410,149,Reigate,South East,446,1296,261,147,Over £650k,44
411,223,411,188,Stourport-on-Severn,West Midlands,439,684,765,266,less than £350k,176
412,701,412,-289,Havant,South East,263,679,1197,47,£350k-£650k,191
413,163,413,250,Ambleside,North West,161,1335,73,691,£350k-£650k,192
414,81,414,333,Downton,South West,70,898,55,1296,£350k-£650k,193
415,197,414,217,Newton Abbot,South West,573,742,318,653,£350k-£650k,194
416,493,416,-77,Barry,Wales,576,582,612,487,less than £350k,177
417,401,417,16,Alrewas,West Midlands,309,1076,224,697,£350k-£650k,195
418,143,418,275,Mytholmroyd,Yorkshire and Humberside,348,155,243,1344,less than £350k,178
419,958,419,-539,Sandiacre,East Midlands,640,638,766,185,less than £350k,179
420,317,420,103,Croydon,Greater London,421,1122,562,126,Over £650k,45
421,889,420,-469,Bentley,Yorkshire and Humberside,1073,85,984,387,less than £350k,180
422,450,422,-28,Mold,Wales,249,1086,398,550,less than £350k,181
423,418,423,5,Saltdean,South East,145,502,844,765,Over £650k,46
424,764,424,-340,Baldock,East of England,1019,644,465,233,£350k-£650k,196
425,811,425,-386,Chobham,South East,1087,352,286,678,Over £650k,47
426,597,426,-171,Hemel Hempstead,East of England,194,878,950,228,£350k-£650k,197
427,229,427,198,Holywell Green,Yorkshire and Humberside,1005,143,233,1133,less than £350k,182
428,46,428,382,Bosham,South East,38,857,114,1325,£350k-£650k,198
429,579,428,-151,Bargod,Wales,413,28,797,1285,less than £350k,183
430,743,430,-313,Hattersley,North West,817,12,1249,773,less than £350k,184
431,142,431,289,Eastbourne,South East,153,957,484,745,£350k-£650k,199
432,693,432,-261,Ilkeston,East Midlands,705,265,769,613,less than £350k,185
433,570,433,-137,East Horsley,South East,446,622,730,412,Over £650k,48
434,734,434,-300,Guiseley,Yorkshire and Humberside,811,915,636,66,£350k-£650k,200
435,128,435,307,Macclesfield,North West,207,1083,287,777,£350k-£650k,201
436,910,436,-474,Marske-by-the-Sea,North East,381,560,791,499,less than £350k,186
437,170,437,267,Tangmere,South East,670,1081,168,538,£350k-£650k,202
438,634,438,-196,Shildon,North East,1143,14,577,1167,less than £350k,187
439,997,439,-558,Stakeford,North East,309,45,1310,736,less than £350k,188
440,185,440,255,Narberth,Wales,825,1287,189,98,less than £350k,189
441,786,441,-345,Ely,East of England,1089,533,313,476,£350k-£650k,203
442,605,442,-163,Hemingford Grey,East of England,947,701,247,552,£350k-£650k,204
443,158,443,285,Manningtree,East of England,55,1128,457,795,£350k-£650k,205
444,1019,444,-575,Redcar,North East,546,277,1239,191,less than £350k,190
445,277,445,168,Herne Bay,South East,572,615,483,681,£350k-£650k,206
446,500,446,-54,High Lane,North West,71,220,706,1267,£350k-£650k,207
447,1047,447,-600,Shaw (Oldham),North West,949,40,874,894,less than £350k,191
448,718,448,-270,Annfield Plain,North East,999,42,780,921,less than £350k,192
449,101,449,348,Brightlingsea,East of England,644,629,259,833,£350k-£650k,208
450,757,450,-307,Tynemouth,North East,688,359,761,517,less than £350k,193
451,870,451,-419,Abergele,Wales,731,251,862,558,less than £350k,194
452,335,451,116,Crediton,South West,774,759,82,909,£350k-£650k,209
453,131,453,322,Upton upon Severn,West Midlands,201,856,183,1112,£350k-£650k,210
454,437,454,17,Hitchin,East of England,442,1180,472,207,Over £650k,49
455,589,455,-134,Ramsbottom,North West,621,472,537,733,£350k-£650k,211
456,750,456,-294,Dudley (Dudley),West Midlands,698,551,898,156,less than £350k,195
457,595,457,-138,Melksham,South West,556,796,706,275,£350k-£650k,212
458,844,458,-386,Kingsnorth (Ashford),South East,916,291,878,340,£350k-£650k,213
459,374,459,85,St Albans,East of England,607,1056,447,271,Over £650k,50
460,494,460,-34,Woking,South East,285,826,935,227,Over £650k,51
461,290,461,171,Whitchurch (Shropshire),West Midlands,1072,626,230,549,less than £350k,196
462,547,462,-85,Rishton,North West,178,338,777,1009,less than £350k,197
463,349,463,114,Bognor Regis,South East,289,393,871,723,£350k-£650k,214
464,1027,464,-563,Gamesley,East Midlands,543,23,964,1220,less than £350k,198
465,674,464,-210,Potton,East of England,1198,355,328,564,£350k-£650k,215
466,386,466,80,Bramley,South East,156,1092,267,905,Over £650k,52
467,269,467,198,Goring,South East,32,1213,247,1022,Over £650k,53
468,355,468,113,Hounslow,Greater London,587,1277,514,48,Over £650k,54
469,837,469,-368,Langwith,East Midlands,1213,41,450,1033,less than £350k,199
470,50,470,420,Rowhedge,East of England,246,762,374,952,£350k-£650k,216
471,666,471,-195,Adderbury,South East,1078,679,89,732,£350k-£650k,217
472,563,472,-91,Penarth,Wales,535,915,475,487,£350k-£650k,218
473,492,473,-19,Wombwell,Yorkshire and Humberside,763,140,851,750,less than £350k,200
474,154,474,320,Needham Market,East of England,584,979,130,830,£350k-£650k,219
475,138,474,336,Meltham,Yorkshire and Humberside,653,363,462,899,less than £350k,201
476,552,476,-76,Melbourne (South Derbyshire,East Midlands,1278,841,34,461,£350k-£650k,220
477,574,477,-97,Pembury,South East,446,453,699,692,£350k-£650k,221
478,446,478,32,Mountain Ash,Wales,228,253,643,1185,less than £350k,202
479,76,479,403,Wellington,South West,431,898,239,830,£350k-£650k,222
480,975,480,-495,Walkden,North West,1056,198,1167,69,less than £350k,203
481,405,481,76,Nottingham,East Midlands,966,966,496,94,less than £350k,204
482,709,482,-227,Bolton-le-Sands,North West,79,600,815,919,£350k-£650k,223
483,651,483,-168,Peterborough,East of England,1121,527,718,82,less than £350k,205
484,461,484,23,Birkenhead,North West,930,466,440,622,less than £350k,206
485,593,485,-108,Leadgate,North East,903,115,893,671,less than £350k,207
486,498,486,-12,Felixstowe,East of England,64,749,867,746,£350k-£650k,224
487,916,486,-430,Rotherham,Yorkshire and Humberside,713,314,958,393,less than £350k,208
488,60,488,428,Edenbridge,South East,142,1018,475,787,£350k-£650k,225
489,403,489,86,Holywell,Wales,917,718,378,439,less than £350k,209
490,560,490,-70,Richmond upon,Greater London,403,1254,250,434,Over £650k,55
491,617,491,-126,Horley,South East,560,1207,846,13,£350k-£650k,226
492,495,492,-3,Brantham,East of England,163,524,840,803,£350k-£650k,227
493,796,493,-303,Bootle,North West,779,657,638,334,less than £350k,210
494,98,494,396,Bowness-on-Windermere,North West,69,1174,158,1120,£350k-£650k,228
495,349,495,146,Coningsby Airfield,East Midlands,534,1192,512,188,less than £350k,211
496,979,496,-483,Bilston,West Midlands,386,619,1295,16,less than £350k,212
497,293,496,203,Liverpool,North West,1111,1047,208,182,less than £350k,213
498,209,498,289,Yelverton,South West,26,875,342,1228,£350k-£650k,229
499,157,499,342,Sturminster Newton,South West,221,783,199,1169,£350k-£650k,230
500,527,500,-27,Westbury (Wiltshire,South West,859,821,321,482,£350k-£650k,231
501,236,500,264,Cambridge,East of England,1015,1256,241,52,Over £650k,56
502,1002,502,-500,Darlaston,West Midlands,592,543,1177,61,less than £350k,214
503,306,503,197,Burnham-on-Sea,South West,297,381,721,934,£350k-£650k,232
504,555,504,-51,Clayton-le-Moors,North West,129,573,579,1094,less than £350k,215
505,192,505,313,Shaldon,South West,269,1124,32,1131,Over £650k,57
506,724,506,-218,Biggleswade,East of England,562,557,999,262,£350k-£650k,233
507,489,507,18,Northampton,East Midlands,1101,614,520,249,£350k-£650k,234
508,869,508,-361,Yeadon,Yorkshire and Humberside,384,766,804,370,£350k-£650k,235
509,1187,508,-679,Oldbury (Sandwell),West Midlands,608,496,1144,96,less than £350k,216
510,266,510,244,Corbridge,North East,419,847,58,1161,£350k-£650k,236
511,325,511,186,Banbury,South East,412,938,653,365,£350k-£650k,237
512,463,512,49,Market Rasen,East Midlands,819,1198,287,177,less than £350k,217
513,182,513,331,Chard,South West,532,1128,257,589,less than £350k,218
514,466,514,48,Witney,South East,189,1278,368,533,£350k-£650k,238
515,472,515,43,Callington,South West,655,800,373,617,less than £350k,219
516,798,516,-282,Linton,East of England,1310,675,128,428,£350k-£650k,239
517,940,517,-423,Port Talbot,Wales,530,345,963,595,less than £350k,220
518,1220,518,-702,Brinsley,East Midlands,1203,90,971,392,less than £350k,221
519,949,519,-430,St Ives,East of England,983,1001,508,93,£350k-£650k,240
520,806,520,-286,Burry Port,Wales,342,111,957,1083,less than £350k,222
521,364,521,157,Leighton Buzzard,East of England,360,593,658,748,£350k-£650k,241
522,590,522,-68,Droitwich,West Midlands,541,1015,677,222,£350k-£650k,242
523,260,523,263,South Petherton,South West,1017,1159,85,431,£350k-£650k,243
524,943,524,-419,Rhodes,North West,346,58,1022,1149,less than £350k,224
525,372,524,152,Blaenau Ffestiniog,Wales,685,69,306,1353,less than £350k,223
526,829,526,-303,Horwich,North West,1250,357,861,60,less than £350k,225
527,451,527,76,Watford,East of England,389,1089,741,172,Over £650k,58
528,787,528,-259,Trimley St Mary,East of England,446,278,977,708,£350k-£650k,244
529,238,529,291,Leek,West Midlands,427,927,215,931,less than £350k,226
530,730,530,-200,Altrincham,North West,662,862,919,57,£350k-£650k,245
531,891,530,-361,Thetford,East of England,899,476,498,647,less than £350k,227
532,1005,532,-473,Totton,South East,238,216,1305,529,£350k-£650k,246
533,622,533,-89,Knutsford,North West,947,845,389,360,£350k-£650k,247
534,174,534,360,Ashburton,South West,446,1126,38,1011,£350k-£650k,248
535,34,535,501,Buckfastleigh,South West,77,1323,165,928,less than £350k,228
536,1125,536,-589,Cwmavon,Wales,358,65,1105,1043,less than £350k,229
537,1090,537,-553,Kempston,East of England,665,249,1108,423,£350k-£650k,249
538,791,538,-253,Stratton,South West,446,195,557,1212,£350k-£650k,250
539,291,539,248,Northwich,North West,654,1178,500,158,less than £350k,230
540,418,540,122,Downham Market,East of England,874,1020,407,253,£350k-£650k,251
541,190,541,351,Whalley,North West,202,1111,209,1006,£350k-£650k,252
542,689,542,-147,Higham Ferrers,East Midlands,1117,229,434,834,£350k-£650k,253
543,470,543,73,Barnoldswick,North West,258,692,640,826,less than £350k,232
544,858,543,-315,Cleethorpes,Yorkshire and Humberside,425,138,874,1076,less than £350k,231
545,1027,545,-482,Upper Poppleton,Yorkshire and Humberside,676,542,801,424,£350k-£650k,254
546,486,546,60,Oldham,North West,660,460,782,555,less than £350k,233
547,165,547,382,Appleby-in-Westmorland,North West,122,1247,72,1141,less than £350k,234
548,471,547,76,Yarm,North East,441,665,667,632,less than £350k,235
549,618,549,-69,Brampton (Carlisle),North West,833,985,224,579,less than £350k,236
550,438,550,112,Kensington and Chelsea,Greater London,885,1154,23,748,Over £650k,59
551,1109,551,-558,Hebburn,North East,872,239,1256,100,less than £350k,237
552,702,552,-150,Long Hanborough,South East,446,833,591,563,£350k-£650k,255
553,352,553,201,Birmingham,West Midlands,631,1058,631,192,less than £350k,238
554,385,554,169,Glemsford,East of England,1145,416,206,851,£350k-£650k,256
555,883,555,-328,Caerphilly,Wales,854,538,960,137,less than £350k,239
556,917,556,-361,Denton,North West,420,142,919,1041,less than £350k,240
557,797,557,-240,Farnworth,North West,996,137,1074,451,less than £350k,241
558,741,558,-183,Burgess Hill,South East,446,547,1188,142,£350k-£650k,257
559,1144,559,-585,Burntwood,West Midlands,268,471,1276,239,£350k-£650k,258
560,637,560,-77,Ferndale,Wales,319,54,736,1337,less than £350k,243
561,740,560,-180,Audley,West Midlands,1195,107,551,876,less than £350k,242
562,135,562,427,Littlehampton,South East,108,1063,753,611,£350k-£650k,259
563,684,563,-121,Atherton,North West,865,110,1015,699,less than £350k,244
564,302,564,262,Cuckfield,South East,446,853,170,1050,Over £650k,60
565,990,565,-425,Ripley,East Midlands,859,429,828,401,less than £350k,245
566,164,566,402,Overton (Basingstoke and Deane),South East,8,1002,407,1204,£350k-£650k,260
567,1092,567,-525,Haslingden,North West,1070,698,577,203,less than £350k,246
568,460,568,108,Wandsworth,Greater London,664,1268,319,232,Over £650k,61
569,728,569,-159,Sheringham,East of England,74,740,1038,669,£350k-£650k,261
570,553,569,16,Stonehouse,South West,143,1202,572,581,£350k-£650k,262
571,122,571,449,Usk,Wales,217,1050,34,1268,£350k-£650k,263
572,393,572,179,Cardiff,Wales,634,1203,326,371,£350k-£650k,264
573,848,573,-275,Hartley Wintney,South East,1096,516,553,405,Over £650k,62
574,540,574,34,Treherbert,Wales,184,162,647,1332,less than £350k,247
575,647,575,-72,Burwell,East of England,972,610,494,525,£350k-£650k,265
576,725,576,-149,St Neots,East of England,833,993,705,80,£350k-£650k,266
577,614,577,-37,Ealing,Greater London,615,1295,605,38,Over £650k,63
578,706,577,-129,Thornbury,South West,1032,626,488,445,£350k-£650k,267
579,362,579,217,East Cowes,South East,27,1181,644,815,less than £350k,248
580,839,580,-259,Caerleon,Wales,323,481,773,867,less than £350k,249
581,602,581,-21,Withernsea,Yorkshire and Humberside,276,356,825,1001,less than £350k,250
582,684,582,-102,Newark-on-Trent,East Midlands,1000,513,242,889,less than £350k,251
583,340,583,243,Lydd,South East,1053,300,138,1165,£350k-£650k,268
584,897,584,-313,Ushaw Moor,North East,1098,7,1133,1015,less than £350k,252
585,432,585,153,Seahouses,North East,34,974,654,1004,£350k-£650k,269
586,298,585,287,Redhill,South East,244,1269,699,219,Over £650k,64
587,338,587,249,Church Stretton,West Midlands,446,1280,363,351,£350k-£650k,270
588,457,587,130,Whitstable,South East,533,596,886,506,£350k-£650k,271
589,944,589,-355,Walsall,West Midlands,398,946,758,374,less than £350k,253
590,1004,590,-414,Middleton (Rochdale),North West,729,91,1101,764,less than £350k,254
591,159,591,432,Dorking,South East,231,1157,344,800,Over £650k,65
592,784,592,-192,Derby,East Midlands,970,894,503,275,less than £350k,255
593,620,593,-27,Spennymoor,North East,1151,103,1028,476,less than £350k,256
594,345,594,249,Henley-In-Arden,West Midlands,1201,124,147,1244,£350k-£650k,272
595,771,595,-176,Blyth (Northumberland),North East,769,83,1194,661,less than £350k,257
596,257,596,339,Milborne Port,South West,1059,802,27,982,£350k-£650k,273
597,994,597,-397,Thornaby-on-Tees,North East,538,535,1166,211,less than £350k,258
598,434,598,164,Haringey,Greater London,1044,1037,267,335,Over £650k,66
599,1163,599,-564,Washingborough,East Midlands,805,201,827,809,less than £350k,259
600,547,600,53,Horbury,Yorkshire and Humberside,695,953,516,419,less than £350k,260
601,373,601,228,Nettlestone,South East,172,494,487,1253,£350k-£650k,274
602,106,602,496,Alcester,West Midlands,334,1206,140,929,£350k-£650k,275
603,455,603,148,Newham,Greater London,623,1261,452,184,Over £650k,67
604,611,604,-7,Southport,North West,1014,545,444,631,less than £350k,261
605,601,605,4,Llanfair Pwllgwyngyll,Wales,446,582,604,859,less than £350k,262
606,587,606,19,Newick,South East,730,1184,302,403,£350k-£650k,276
607,474,607,133,Saundersfoot,Wales,272,1121,633,511,£350k-£650k,277
608,676,608,-68,Wellingborough,East Midlands,1166,304,542,659,less than £350k,263
609,612,609,-3,Milton Keynes,South East,610,1222,874,19,£350k-£650k,278
610,1082,610,-472,Pontllan-fraith,Wales,549,285,1015,753,less than £350k,264
611,342,611,269,Olney,South East,893,1359,152,72,£350k-£650k,279
612,567,612,45,Wigan,North West,959,411,638,634,less than £350k,265
613,308,613,305,Launceston,South West,874,1288,30,615,less than £350k,266
614,974,614,-360,Mansfield,East Midlands,1186,380,932,114,less than £350k,267
615,890,615,-275,Norton Canes,West Midlands,233,25,1326,1158,less than £350k,268
616,607,616,9,Harrogate,Yorkshire and Humberside,805,911,420,535,£350k-£650k,280
617,713,617,-96,Lichfield,West Midlands,887,1040,549,205,£350k-£650k,281
618,799,618,-181,Easingwold,Yorkshire and Humberside,763,1088,623,159,£350k-£650k,282
619,440,619,179,Atherstone,West Midlands,649,574,458,911,less than £350k,269
620,479,619,140,South Cerney,South West,915,586,265,936,£350k-£650k,283
621,663,621,-42,Crook,North East,936,250,831,698,less than £350k,270
622,710,622,-88,Quorn (Quorndon),East Midlands,929,944,326,537,£350k-£650k,284
623,1091,623,-468,Melton Mowbray,East Midlands,974,332,712,645,less than £350k,271
624,488,624,136,Egremont,North West,184,497,463,1268,less than £350k,272
625,300,625,325,Coleshill (North Warwickshire),West Midlands,656,1033,429,519,£350k-£650k,285
626,423,626,203,Towcester,East Midlands,942,1072,421,273,£350k-£650k,286
627,840,627,-213,Treeton,Yorkshire and Humberside,826,66,1050,933,less than £350k,273
628,1093,628,-465,Gowerton,Wales,393,449,1096,550,less than £350k,274
629,1267,629,-638,Istead Rise,South East,803,16,1337,805,£350k-£650k,287
630,993,630,-363,Didcot,South East,675,1060,834,86,£350k-£650k,288
631,846,631,-215,Heywood,North West,727,178,1021,767,less than £350k,275
632,1044,631,-413,Thorpe Hesley,Yorkshire and Humberside,1009,55,747,1109,less than £350k,276
633,399,633,234,Milford on Sea,South East,96,1194,672,677,Over £650k,68
634,532,634,102,Wilmslow,North West,577,1241,697,91,£350k-£650k,289
635,991,635,-356,Marks Tey,East of England,996,658,689,303,£350k-£650k,290
636,678,636,-42,Northfleet,South East,615,438,664,903,£350k-£650k,291
637,657,637,-20,Ewell,South East,410,1064,956,129,Over £650k,70
638,502,637,135,Lewisham,Greater London,737,1197,364,352,Over £650k,69
639,483,639,156,Watlington (South Oxfordshire),South East,446,733,145,1221,Over £650k,71
640,965,640,-325,Sandy,East of England,706,543,892,461,£350k-£650k,292
641,448,641,193,Ruabon,Wales,784,493,127,1238,less than £350k,277
642,225,642,417,Wickham,South East,446,833,328,997,£350k-£650k,293
643,633,643,10,Aldershot,South East,396,923,979,269,£350k-£650k,294
644,484,643,159,Walton-on,South East,425,988,869,294,Over £650k,72
645,774,645,-129,Twyford (Wokingham),South East,321,695,783,758,Over £650k,73
646,588,646,58,Shoreham-by-Sea,South East,48,1023,954,713,£350k-£650k,295
647,539,647,108,Ulverston,North West,836,848,245,808,less than £350k,279
648,1017,647,-370,Doncaster,Yorkshire and Humberside,1043,412,935,277,less than £350k,278
649,594,649,55,Maesteg,Wales,289,326,645,1227,less than £350k,280
650,808,650,-158,Cannock,West Midlands,446,410,1305,188,less than £350k,281
651,631,651,20,St Martin's,West Midlands,857,328,361,1121,less than £350k,282
652,312,652,340,Broadway,West Midlands,446,1007,419,755,£350k-£650k,296
653,793,653,-140,Rickmansworth,East of England,183,1161,1071,173,Over £650k,74
654,232,654,422,Upper Beeding,South East,41,1318,399,915,£350k-£650k,297
655,864,655,-209,Treharris,Wales,298,745,722,797,less than £350k,283
656,853,656,-197,Smethwick,West Midlands,862,415,647,766,less than £350k,284
657,365,657,292,High Wycombe,South East,259,1320,731,153,£350k-£650k,298
658,336,658,322,Gillingham (North Dorset),South West,176,1177,448,862,£350k-£650k,299
659,772,659,-113,Ebbw Vale,Wales,688,360,847,756,less than £350k,285
660,510,660,150,Ware,East of England,588,1327,262,407,Over £650k,75
661,517,661,144,Mortimer,South East,909,364,739,707,£350k-£650k,300
662,918,662,-256,Huntingdon,East of England,1048,1328,582,4,£350k-£650k,301
663,1222,663,-559,Stubbington,South East,346,504,1265,318,£350k-£650k,302
664,524,664,140,Aspatria,North West,891,835,382,645,less than £350k,286
665,315,665,350,Bingley,Yorkshire and Humberside,233,1008,547,906,less than £350k,287
666,1025,666,-359,Nailsea,South West,1026,561,916,208,£350k-£650k,303
667,684,667,-17,Blackpool,North West,877,287,950,626,less than £350k,288
668,530,668,138,Romsey,South East,344,1330,415,388,£350k-£650k,304
669,343,669,326,Flamborough,Yorkshire and Humberside,446,435,632,1077,less than £350k,289
670,827,670,-157,Castleside,North East,446,61,1269,941,less than £350k,290
671,1054,671,-383,Sprotbrough,Yorkshire and Humberside,772,301,981,653,£350k-£650k,305
672,1066,672,-394,Conisbrough,Yorkshire and Humberside,796,51,909,1170,less than £350k,291
673,960,673,-287,Hatfield,East of England,939,1190,938,7,£350k-£650k,306
674,481,674,193,Weybridge,South East,331,1240,703,321,Over £650k,76
675,1191,674,-517,Hedon,Yorkshire and Humberside,1230,272,526,780,less than £350k,292
676,957,676,-281,Loughborough,East Midlands,904,722,813,286,less than £350k,293
677,510,677,167,Leatherhead,South East,190,1347,674,231,Over £650k,77
678,537,677,140,Abingdon,South East,280,1332,435,457,£350k-£650k,307
679,206,679,473,Rockwell Green,South West,725,709,475,801,£350k-£650k,308
680,670,680,10,Chorley,North West,813,724,750,422,less than £350k,294
681,808,681,-127,Yate,South West,797,910,986,79,£350k-£650k,309
682,852,682,-170,Biddulph,West Midlands,937,187,886,822,less than £350k,295
683,937,683,-254,Sutton,Greater London,368,1183,1082,50,Over £650k,78
684,1261,684,-577,Stretford,North West,591,740,1226,77,£350k-£650k,310
685,703,685,-18,Kingston upon,Greater London,538,1307,660,119,Over £650k,79
686,1061,686,-375,Hazel Grove,North West,633,474,1219,254,£350k-£650k,311
687,1115,687,-428,Branston,East Midlands,1217,527,771,200,less than £350k,296
688,873,688,-185,Grantham,East Midlands,952,574,430,824,less than £350k,297
689,851,689,-162,Barrow-in-Furness,North West,741,405,621,953,less than £350k,298
690,542,689,147,Brent,Greater London,749,1282,670,51,Over £650k,80
691,580,691,111,Maldon,East of England,720,1189,263,620,£350k-£650k,312
692,735,692,-43,Holt (North Norfolk),East of England,446,1266,513,411,£350k-£650k,313
693,821,693,-128,Abertillery,Wales,914,119,804,1063,less than £350k,299
694,645,694,49,Irthlingborough,East Midlands,1188,565,566,452,less than £350k,300
695,817,695,-122,Sleaford,East Midlands,954,389,400,1035,less than £350k,301
696,303,696,393,Grange-over-Sands,North West,124,1200,456,975,£350k-£650k,314
697,38,697,659,Wadebridge,South West,23,1372,227,743,£350k-£650k,315
698,359,698,339,Cheadle,North West,267,973,1012,438,£350k-£650k,316
699,679,699,20,Crawley,South East,446,890,1083,225,£350k-£650k,317
700,765,700,-65,Netley,South East,248,393,1158,794,£350k-£650k,318
701,220,701,481,Budleigh Salterton,South West,50,1165,573,1043,£350k-£650k,319
702,789,702,-87,Heckmondwike,Yorkshire and Humberside,1183,569,687,322,less than £350k,302
703,820,703,-117,Pontarddulais,Wales,422,815,930,500,less than £350k,303
704,780,704,-76,Caister-on-Sea,East of England,112,123,1229,1223,£350k-£650k,320
705,454,705,251,Hillingdon,Greater London,351,1313,929,54,Over £650k,81
706,1227,706,-521,West Hallam,East Midlands,1210,122,989,608,£350k-£650k,321
707,705,707,2,Mitcheldean,South West,896,678,221,1054,less than £350k,304
708,655,708,53,Egham,South East,993,1294,545,43,Over £650k,82
709,282,709,427,Llanidloes,Wales,446,1310,29,1039,less than £350k,305
710,581,710,129,Prestatyn,Wales,211,240,1176,1047,less than £350k,306
711,862,711,-151,Upper Tean,West Midlands,391,362,691,1168,less than £350k,307
712,381,712,331,Long Crendon,South East,1047,824,129,963,Over £650k,83
713,400,713,313,Cleator Moor,North West,218,462,546,1301,less than £350k,308
714,1067,714,-353,Baddesley Ensor,West Midlands,1246,44,854,989,less than £350k,309
715,107,715,608,Halstead,East of England,314,1326,280,710,£350k-£650k,322
716,549,716,167,Southwell,East Midlands,1316,903,116,608,£350k-£650k,323
717,720,717,-3,Bamber Bridge,North West,708,857,1094,89,less than £350k,310
718,844,718,-126,Easington (County Durham),North East,651,31,907,1328,less than £350k,311
719,521,719,198,Wheatley,South East,857,1215,428,313,£350k-£650k,324
720,1030,720,-310,West Bromwich,West Midlands,615,779,1081,247,less than £350k,312
721,877,720,-157,Raunds,East Midlands,1326,904,641,36,£350k-£650k,325
722,459,722,263,Hornsea,Yorkshire and Humberside,566,607,489,1107,less than £350k,313
723,905,722,-183,Swaffham,East of England,1204,429,370,829,less than £350k,314
724,427,724,297,Chirk,Wales,187,1289,260,994,less than £350k,315
725,887,725,-162,Worksop,East Midlands,901,220,843,927,less than £350k,316
726,800,726,-74,Backwell,South West,980,966,353,604,£350k-£650k,326
727,36,727,691,Sidmouth,South West,42,1341,164,1176,£350k-£650k,327
728,692,728,36,Bexley,Greater London,443,1145,943,179,£350k-£650k,328
729,506,729,223,Crowborough,South East,446,1304,969,28,£350k-£650k,329
730,603,730,127,Ince-in-Makerfield,North West,799,33,838,1307,less than £350k,317
731,1101,731,-370,Letchworth Garden City,East of England,923,637,1126,103,£350k-£650k,330
732,245,732,487,Cheddar,South West,446,933,323,1068,£350k-£650k,331
733,1121,733,-388,Broadbridge Heath,South East,864,709,967,260,£350k-£650k,332
734,1088,734,-354,Peterlee,North East,666,72,1331,728,less than £350k,318
735,922,735,-187,Bicester,South East,1156,624,781,260,£350k-£650k,333
736,766,736,-30,Market Harborough,East Midlands,1355,1073,313,122,£350k-£650k,334
737,301,737,436,Amlwch,Wales,205,794,287,1303,less than £350k,319
738,1055,738,-317,Chigwell,East of England,1252,831,1052,6,Over £650k,84
739,513,739,226,Bromley,Greater London,731,1135,666,289,Over £650k,85
740,1225,740,-485,Tipton,West Midlands,416,621,1316,139,less than £350k,320
741,1039,740,-299,Bletchley,South East,703,1196,1025,24,£350k-£650k,335
742,855,742,-113,Bloxwich,West Midlands,266,172,1287,957,less than £350k,321
743,1073,742,-331,Kegworth,East Midlands,847,1137,443,449,£350k-£650k,336
744,819,744,-75,Earls Barton,East Midlands,1312,934,296,344,£350k-£650k,337
745,861,745,-116,Woodley,South East,337,1139,947,335,£350k-£650k,338
746,715,746,31,Harpenden,East of England,302,1243,1069,102,Over £650k,86
747,1070,747,-323,Pilsley,East Midlands,1054,387,728,683,less than £350k,322
748,961,748,-213,Esh Winning,North East,1015,13,837,1346,less than £350k,323
749,441,749,308,Maidenhead,South East,407,1343,616,171,Over £650k,87
750,954,750,-204,Ferryhill,North East,1180,9,791,1319,less than £350k,324
751,1085,751,-334,Cottingham,Yorkshire and Humberside,1279,347,882,296,less than £350k,325
